,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
12D81,110.979125,37.945945,,,12D81,,山西/临县需交文件电子版/模板表/其他/概况.xls,山西,吕梁,临县,临泉,（无）,,,,,,,,约59万（2013年统计）,主要为汉族，约59万人；满族7人；回族5人；藏族2人；壮族1人（据2013年统计）                                                                                        。,（无）,临县方言为本地普遍通用的方言，根据当地人语感可分为四个方言片：县城片、三交片、碛口片和西首片。县城片分布在城关地区及周边，主要包括城庄镇、白文镇    和玉平乡，使用人口约14万；三交片主要分布在该县的东南部地区，主要包括三交镇、枣圪垯乡、车赶乡和湍水头镇，使用人口约18万；碛口片分布在该县的西南部地区，主要包括碛口镇和林家坪镇，使用人口约10万；西首片分布在该县西北部地区，主要包括刘家会镇、丛罗峪镇和石白头乡，使用人口约17万。临县方言近年来变化较快，正在向普通话靠拢。,有，主要为伞头秧歌，流行于该县多数地区。,yubao,common,晋语区,吕梁片,汾州小片
12D82,110.59166666666667,35.13333333333333,,,12D82,,山西/临猗需交文件电子版/模板表/其他/概况.xls,山西,运城,临猗,猗氏,贵戚坊,,,,,,,,约59万人（以2017年为准）,主要为汉族，约59万人，还有满族、回族、蒙古族、朝鲜族等，但因少数民族人口分布零散，故未见对其统计的人口数。（据2017年统计）,（无）,临猗方言为本地通用的方言，依据当地人的语感，方言内部可分为两个方言片：坡上片和坡下片。坡上片主要分布在该县五里坡以上地区，包括孙吉镇、北辛乡、耽子镇、北景乡、三管镇、角杯乡部分村庄，使用人口约23万人；坡下片主要分布在该县五里坡以下地区，包括猗氏镇、牛杜镇、楚候乡、临晋镇、嵋阳镇、庙上乡、东张镇、七级镇，使用人口约36万人。近年来，临猗方言变化较快，正在向普通话靠拢。本手册调查对象为临猗县猗氏镇方言，属于坡下片。,有。主要为蒲剧、眉户、锣鼓杂戏和干板腔，流行于该县多数地区。,yubao,common,中原官话,汾河片,解州小片
12D80,111.30833333333334,36.958333333333336,,,12D80,,山西/交口需交文件电子版/模板表/其他/概况.xls,山西,吕梁,交口,水头,马家山,,,,,,,,约12万（据2017年调查结果所示）,主要为汉族，约12万人，还有回族、满族等，但因少数民族人口分布零散，故未见对其统计的人口数。（据2017年调查结果所示）,（无）,交口方言为本地普遍通用方言，依据当地人语感，方言内部可分为三个方言片：北片、东片及西片。北片分布在该县北部地区，主要包括温泉、桃红坡、坛索三个乡镇，使用人口约3万人；东片分布在该县的东部地区，主要包括双池、回龙两个乡镇，使用人口约3万人；西片分布在该县的西部地区，主要包括水头、康城、川口、石口四个乡镇，使用人口约6万人。,有，主要是羊皮鼓，流行于该县后水头村。,yubao,common,晋语,吕梁片,汾州小片
12D79,111.53333333333333,35.63333333333333,,,12D79,,山西/侯马需交文件电子版/模板表/其他/概况.xls,山西,临汾,侯马,新田,东庄,,,,,,,,约24万（2016年统计）,主要为汉族，约24万人，还有满族、回族、壮族等，但因数量少且分布零散，故未见对其统计的人口数。（2016年统计）,（无）,侯马方言为本地普遍通用的方言，依据当地人语感，侯马方言内部可分为三个方言小片，分别是新田小片、高村小片及凤城小片。新田小片主要分布在该市中部地区，包括新田乡、上马办事处、张村办事处，使用人口约9万；高村小片主要分布在该市西部地区，包括高村乡，使用人口约 5万；凤城小片主要分布在该市东部地区，包括凤城乡，使用人口约6万。此外还有大量来自山东河南的移民，大多为上世纪中期逃荒至此，以整村的形式分布在侯马各个乡镇，以新田乡居多。他们各自说源方言地方言，形成了山东话、河南话方言岛。本手册将新田乡东庄村作为调查点，其方言属新田小片，将新田小片方言称为侯马话。,有，主要为蒲剧，流行于该市大部分地区。,yubao,common,中原官话,汾河片,绛州小片
12D76,111.0925417,39.028336,,,12D76,,山西/保德需交文件电子版/模板表/其他/概况.xls,山西,忻州,保德,东关,新市场,,,,,,,,约16万（2010年统计）,主要为汉族，人口约16万；还有蒙古族、回族等，但因少数民族人口分布零散，未见对其统计的人口数。(据2010年统计),（无）,保德方言为本地通用的方言。依据当地人语感可分为两个方言片：北乡片和南头片。北乡片以县城所在地东关镇为中心，还包括与其相邻的义门镇、东关镇、腰庄乡、杨家湾镇、桥头镇、尧圪台乡、窖洼乡、韩家川乡，使用该片方言的人口约9.8万；南头小片包括县境南部的林遮峪乡、冯家川乡、土崖塔乡、孙家沟乡、南河沟乡，使用该片方言的人口约6.2万。本手册调查对象为保德县东关镇新市场社区方言，属北乡片，此手册将其称为保德方言。近年来该方言变化较快，正在向普通话靠拢。,有，主要是山西北路梆子、道情、二人台，流行于该县各乡镇。,yubao,common,晋语,五台片,片属未明
12D77,113.19166666666666,40.25833333333333,,,12D77,,山西/大同新荣区需交文件电子版/模板表/其他/概况.xls,山西,大同,新荣区,新荣,鲁家沟,,,,,,,,约11.8万（2017年统计）,主要为汉族，约11.8万。还有蒙古族、回族等，但因少数民族人口分布零散，故未见对其统计的人口数。（2017年统计）,（无）,新荣方言为本地通用的方言，依据当地人语感可分为三个方言片：新荣片、堡子湾片、镇川片。新荣片分布在该县政府所在地及周边，主要包括新荣镇、郭家窖乡、破鲁乡、上深涧乡等，使用人口约6万人；堡子湾片分布在该北部地区，使用人口约2万人；镇川片分布在该县南部、东南部，主要包括花园屯乡、镇川等地，使用人口约3万。,有，主要是碓臼沟秧歌、二人台、晋剧北路梆子、耍孩儿剧。,yubao,common,晋语,大包片,系属不明
12D86,112.75833333333333,36.358333333333334,,,12D86,,山西/屯留需交文件电子版/模板表/其他/概况.xls,山西,长治,屯留,麟绛,东脑,,,,,,,,据2017年调查结果显示，约26.7万人。,据2017年调查结果显示，汉族约26万人，还有蒙古族、回族、藏族等，但因少数民族人口分布零散，故未见对其统计的人口数。,（无）,屯留方言为本地通用的方言，依据当地人语感分为四个方言片：麟绛小片、张店小片、吾元小片和丰宜小片。麟绛小片分布在该县城关地区及周边，主要包括麟绛镇、余吾镇、西贾乡、李高乡等，使用人口约18万人；张店小片主要分布在该县西部和东部地区，主要包括张店镇、渔泽镇、路村乡官庄、老军庄等，使用人口约6万人；吾元小片分布在该县西北地区，包括吾元镇罗庄、西流寨开发区，使用人口约1.7万人；丰宜小片分布在该县城南部地区，主要包括丰宜镇等地，约1万人。近年来屯留方言变化较快，正在向普通话靠拢。本手册调查对象为屯留县麟绛镇方言，属上党片长治小片。,主要是上党梆子、屯留道情，流行于该县多数地区。,yubao,common,晋语,上党片,长治小片
12D89,111.53333333333333,38.74166666666667,,,12D89,,山西/岢岚需交文件电子版/模板表/其他/概况.xls,山西,忻州,岢岚,岚漪,东街,,,,,,,,约8.6万(据2017年统计）,主要汉族，约8.6万,（无）,岢岚方言为本地通用方言。依据当地人语感，除县城所在地岚漪镇外，可分为东川片、西川片、南川片、北川片和西山片。东川小片包括县城境内宋家沟乡和王家岔乡，使用该片方言的人口约1万。西川小片包括县城境内温泉乡和阳坪乡，使用该片方言的人口约0.8万。南川小片包括县城境内大涧乡，使用该片方言的人口约0.7万。北川小片包括县城境内三井镇、神堂坪乡和高家会乡，使用该片方言人口约3万。西山小片包括县城境内水峪贯乡、李家沟乡和西豹峪乡，使用该片方言的人口约0.8万。本手册调查对象为岢岚县岚漪镇东街村，使用该片方言的人口2.3万。近年来，该方言变化较快，正在向普通话靠拢。,主要是岢岚道情，流行于该县各乡镇。多在各乡镇庙会或重大节日如：元宵节、端午节、中元节、中秋节进行表演。,yubao,common,晋方言,五台片,系属不明
12D78,111.3,37.95,,,12D78,,山西/方山需交文件电子版/模板表/其他/概况.xls,山西,吕梁,方山,圪洞,圪洞,,,,,,,,约14.76万（2014年统计）,主要为汉族，约14.76万人，也有回族、苗族、蒙古族等少数民族，共计约84人。（2014年统计）,（无）,方山方言为本地通用的方言，依据当地人的语感，内部可分为四个方言片：圪洞片、峪口片、大武片和石站头片。圪洞片，即城关话，分布在马坊镇、积翠乡、麻地会乡和圪洞镇大部分地区，使用人口约7.16万人；峪口片，分布在北武当镇、峪口镇大部分地区、圪洞镇城关以南大部分地区，使用人口约4.58万；大武片，分布在大武镇大部分地区，使用人口约2万；石站头片，分布在原石站头乡（现并入圪洞镇）、原张家塔乡（现并入峪口镇）西部、原店坪乡（现并入大武镇）西部的部分地区，使用人口约1万。近年来，方山方言变化较快，正在向普通话靠拢，本手册调查对象为方山县圪洞镇圪洞村，属圪洞片。,有，主要为方山伞头秧歌，流行于该县多数地区。,yubao,common,晋语,吕梁片,汾州小片
12D84,112.35,35.233333333333334,,,12D84,,山西/沁水县端氏镇需交文件电子版/模板表/其他/概况.xls,山西,晋城,沁水,端氏镇,端氏村,,,,,,,,据2017年调查结果所示，约21.6万人。,主要为汉族，约21万人，还有回族、景颇族、苗族等，但因少数民族人口分布零散，故未见对其统计的人口数（据2017年统计）。,（无）,沁水县方言介于晋语和中原官话交接地带，依据当地人语感沁水方言内部可以分为4个方言片：城关片（为官话区）、端氏片、柿庄片、嘉峰片（三片为晋语区）。城关片分布在该县城关及西南地区，主要包括龙港镇、中村镇、土沃乡、樊村河乡，使用人口约7.5万人；端氏片主要分布在该县东部地区，主要包括端氏镇、郑庄镇、苏庄乡、故县乡、胡底乡，使用人口约6.5万；嘉峰片主要分布在该县东南部地区，主要包括嘉峰镇、郑村镇、张村乡，使用人口约5.2万人；柿庄片主要分布在该县东北部地区，主要包括柿庄乡、十里乡，使用人口约2.4万人。近年来沁水方言变化较快，正在向普通话靠拢。本手册调查对象为沁水县端氏镇端氏村方言，属端氏片。,有，主要为上党梆子和蒲剧，上党梆子主要流行于该县东部地区；蒲剧流行于该县西部地区。,yubao,common,晋语,上党,长治
12D85,110.73333333333332,37.05833333333334,,,12D85,,山西/石楼需交文件电子版/模板表/其他/概况.xls,山西,吕梁,石楼,灵泉,岔沟,,,,,,,,约11.57万人（以2016年为准）,主要为汉族，据2016年统计，约11.57万人。,（无）,石楼方言为本地通用方言。据当地人语感，可以分为三个方言小片：城关小片、义牒小片、裴沟小片。城关小片主要分布在该县东部，包括灵泉镇、罗村镇等，使用人口约为5万人；义牒小片主要分布在该县的西部，包括义牒镇、和合乡等，使用人口约为1.77万人；裴沟小片主要分布在该县西北部，包括小蒜镇、裴沟乡、龙交乡等，使用人口约为4.8万人。近年来，石楼方言变化较快，正在向普通话靠拢。本手册调查对象为石楼县灵泉镇方言，属城关小片。,有，主要为道情，流行于石楼县多数地区。,yubao,common,晋语,吕梁片,汾州小片
12D87,110.71277777777777,35.37847222222223,,,12D87,,山西/万荣需交文件电子版/模板表/其他/概况.xls,山西,运城,万荣,解店,北解,,,,,,,,约45.66万人（据2017年统计）,汉族，约45.66万人（据2017年统计）,（无）,万荣方言为本地通用方言，依据当地人语感可分为县东和县西两个方言片。县东方言片包括解店镇（原名城关镇）、皇甫乡（含“南蓝”不分的埝底乡）、万泉乡、汉薛镇（含三文）和西村乡，使用人口约11.6万人；县西方言片主要包括荣河镇（“天千”不分）、宝井乡、裴庄乡、光华乡、贾村乡、高村乡、王显乡等，使用人口约34.06万人。其中，由于地缘关系，有的地方带有邻县方言口音：西村乡（原属稷山）及解店镇以北的太贾坡、张户村带有稷山话口音，约2.7万人；南张乡、通化镇和里望乡（“鸡知”不分）带有河津话口音，约9.8万人。近年来，万荣方言有向普通话靠拢的趋势。本手册调查对象为万荣县北解村方言，属县东方言片。,本县有用方言说唱的曲艺“干板腔”和地方戏“蒲剧”“眉户”。干板腔，主要流行在通化一带，目前有20多位艺人定期自发表演，且多以家庭孝道为题材。蒲剧，传统剧目有《西厢记》《三娘教子》《花木兰》等。万荣县蒲剧团常下乡巡回演出，每年还排演新剧目，深受广大群众喜爱。眉户，流行于本县，由民间弹唱艺术发展而来。万荣眉户剧团1984年在裴庄西范村组建，现50多位演员。主要演出剧目有《玉堂春》《三进士》《梁山伯与祝英台》等，经常在万荣及周边邻县演出。,yubao,common,中原官话,汾河片,解州小片
12A79,113.1,36.16666666666667,,,12A79,,山西/长治需交文件电子版/模板表/其他/概况.xls,山西,长治,城区,常青,屈家庄,,,,,,,,约48万。（截止到2017年）,主要为汉族，约45万人，回族约3万人。（截止到2017年）,（无）,长治市城区方言为本地通用的方言，分布在长治市城区10个街道，使用人口约48万人。近年来长治方言变化较快，正在向普通话靠拢。本手册调查对象为长治市城区方言，故手册将此方言一律称为长治方言。,有，主要为潞安鼓书、上党梆子和上党落子，流行于长治市城区、郊区及所辖各县区。,yubao,common,晋语,上党片,长治小片
12A94,111.08333333333334,36.70833333333333,,,12A94,,山西/隰县需交文件电子版/模板表/其他/概况.xls,山西,临汾,隰县,龙泉,北社区,,,,,,,,约10万(2003年统计),以汉族为主，约占全县总人口的99%，少数民族占少数，主要有回族、满族、土家族、蒙古族等，约占全县总人口的1%。,（无）,隰县方言为本地通用方言，依据当地人的语感可分为四个片：城川片、东川片、北川片及午城片。城川片分布在该县城关地区及周边，主要包括龙泉镇、城南乡、阳头升乡，使用人口约5.6万人；东川片主要分布在该县东南部地区，主要包括陡坡乡、黄土镇、寨子乡，使用人口约2.2万人；北川片主要分布在该县北部地区，包括下李乡，使用人口约1.2万人；午城片主要分布在该县南部地区，主要包括午城镇，使用人口约1.2万人。近年来，隰县方言变化较快，正向着普通话靠拢。,有，打鼓书、评说。,yubao,common,晋语,吕梁片,隰县小片
12A95,110.94166666666666,35.58333333333333,,,12A95,,山西/稷山需交文件电子版/模板表/其他/概况.xls,山西,运城,稷山,稷峰,东街,,,,,,,,35.95万（2016年户籍人口）,主要为汉族，约35万人；还有满族、蒙古族、回族等，约300人。,（无）,稷山方言为本地通用的方言，依据当地人的语感，方言内部可分为两个方言片：汾河北和汾南片。汾北片主要分布在该县汾河以北地区，包括西社镇、化峪镇和稷峰镇北部的部分村庄；使用人口约15万人。汾南片主要分布在该县汾河以南地区，包括蔡村乡、翟店镇、太阳乡、清河镇和稷峰镇南部的部分村庄，使用人口约18万人；此外，汾南片中清河镇的方言又独具特色。近年来，稷山方言变化较快，正在向普通话靠拢。本手册调查对象为稷峰镇方言，属于汾北片，故手册将此方言一律称为稷山方言。,有。主要是蒲剧和眉户，流行于该县多数地区。,yubao,common,中原官话,汾河片,绛州小片
12A81,111.38333333333333,39.166666666666664,,,12A81,,山西/河曲需交文件电子版/模板表/其他/概况.xls,山西,忻州,河曲,文笔,南元,,,,,,,,约15万(2010年),主要为汉族，约14.2万人，少数民族人口不详。,（无）,根据本地人语感，河曲方言大致可分为四类：1.以土沟乡为代表，由于地理位置靠近五寨，所以口音接近五寨，流摄字韵母为[iəu]，较城关话而言开口度较大；2.以社梁乡为代表，由于地理位置靠近宝德，所以口音接近宝德，“五”自成音节，读作[v]，“开”、“排”、“鞋”等字的韵母动程不明显，记作[ɛ]；3.以旧县乡、沙坪乡为代表，“三”、“山”等字读作[siɛ]；4.赵家沟乡、沙泉乡、鹿固乡与城关话一样。,有，主要为河曲民歌和二人台，流行于该县多数地区。,yubao,common,晋语区,五台片,系属不明
12A87,112.351507,36.481514,,,12A87,,山西/沁源需交文件电子版/模板表/其他/概况.xls,山西,长治,沁源,沁河,北石渠,,,,,,,,约16万。（截止到2017年）,主要为汉族，约16万人，蒙古族12人，回族12人，藏族2人，苗族7人，彝族8人，布依族1人，满族20人，侗族4人，瑶族1人，白族2人，土家族7人，哈尼族2人，傣族1人，黎族1人，傈僳族6人，拉古族2人，佤族1人。（截止到2017年）,（无）,沁源方言为本地通用的方言，依据当地人语感可分为五个方言片：北区片、中区片、南区片、东区片和东南区片。北区片分布在该县北部地区，主要包括王陶乡、王和镇、赤石桥乡、聪子裕乡和景凤乡，使用人口约4万人；中区片分布在该县中部地区，主要包括韩洪乡、郭道镇、官滩乡和交口乡（安乐村以西），使用人口约4万人；南区片分布在该县南部地区，主要包括沁河镇、灵空山镇、李元镇和中峪乡，使用人口约6.5万人；东区片分布在该县的东部地区，主要包括交口乡（安乐村以东），使用人口约0.5万人；东南区片分布在该县的东南部地区，主要包括法中乡，法中乡以移民为主，有河南方言岛和山东方言岛，使用人数约0.8万人。近年来沁源方言变化较快，正在向普通话靠拢。本手册调查对象为沁源县沁河镇方言，属于南区片，故手册将此方言一律称为沁源方言。,有，主要为沁源秧歌和三弦书，流行于沁源县各乡镇。,yubao,common,晋语,上党片,长治小片
12A93,111.80833333333334,35.625,,,12A93,,山西/翼城需交文件电子版/模板表/其他/概况.xls,山西,临汾,翼城,唐兴,陵下,,,,,,,,据2014年统计，约32万人。,汉族约32万人；回族约两千余人；满族、土家族等少数民族人口分布零散，故未见对其统计的人数。,（无）,翼城方言为本地普遍通用的方言，依据当地人语感，方言内部可分为3个方言区：唐兴片、里砦片、南唐片。唐兴片分布在该县大部分地区，主要包括唐兴镇、南梁镇、隆化镇、桥上镇、西闫镇、王庄乡、中卫乡、浇底乡，使用人口约22.4万；里砦片主要分布在该县西部，靠近曲沃县地区，包括里砦镇及周边地区，人口约2.7万；南唐片主要分布在该县西南部，靠近绛县地区，包括南唐乡及周边地区，人口约1.9万。近年来翼城方言变化较快，正在向普通话靠拢。本手册调查对象为翼城县唐兴镇方言，属于唐兴片，故手册将此方言一律称为翼城城关方言。,主要为琴书，流行于翼城县各乡镇。,yubao,common,中原官话,汾河片,平阳小片
12A80,113.55833333333334,39.208333333333336,,,12A80,,山西/繁峙需交文件电子版/模板表/其他/概况.xls,山西,忻州,繁峙,繁城,府新街,,,,,,,,据2013年统计，约27万人,主要为汉族，据2013年统计，约27万人,（无）,繁峙方言为本地通用方言，依据当地人语感可分为三个方言片：繁城片、砂河片、大营片。繁城片主要分布在该县西部和西南部地区，包括繁城镇、下茹越乡、杏园乡、光裕堡乡、集义庄乡、岩头乡，使用人口约11万；砂河片主要分布在该县的北部，包括柏家庄乡、东山乡、金山铺乡等，使用人口约10万；大营片主要分布在该县的东部和东南部，包括大营镇、横涧乡、神堂堡乡等，使用人口约6万。近年来繁峙方言变化较快，正在向普通话靠拢。本手册调查对象为繁峙县繁城镇社区方言，属繁城片，故手册将此方言一律称为繁峙方言。,有，主要为秧歌戏，流行于繁峙县多数地区。,yubao,common,晋语,五台片,系属不明
12A86,112.25,36.66666666666667,,,12A86,,山西/沁源河南话需交文件电子版/模板表/其他/概况.xls,山西,长治,沁源,法中,支角村董家沟村,,,,,,,,约16万。（截止到2017年）,主要为汉族，约15.9万人，有少量回族、苗族、满足、蒙古族、白族等，148人。（截止到2010年）,（无）,沁源方言为本地通用方言，依据当地人语感可分为五个方言片：北区、中区、南区、东区和东南区。北区分布在该县北部地区，主要包括王陶乡、王和镇、赤石桥乡、聪子裕乡和景凤乡，使用人口约4万人；中区分布在该县中部地区，主要包括韩洪乡、郭道镇、官滩乡和交口乡（安东村以西），使用人口约4万；南区分布在该县南部地区，主要包括沁河镇、灵空山镇、李元镇和中峪乡，使用人口约6.5万人；东片区分布在该县东部地区，主要包括法中乡，法中乡以移民为主，有河南方言岛和山东方言岛，使用人口约0.8万人。本手册调查对象为沁源县法中乡内的河南滑县方言，属东南区，故手册将此方言一律称为河南滑县方言。,有，主要为土话快板、鼓书、沁源秧歌、三弦书，流行于该县多数地区。,yubao,common,中原官话,郑曹片,系属不明
12A90,113.616077,37.615575,,,12A90,,山西/昔阳需交文件电子版/模板表/其他/概况.xls,山西,晋中,昔阳,乐平,东关,,,,,,,,约24.5万（昔阳县志1990年数据）,汉族244503人；满族13人；回族7人；蒙古族4人；壮族4人；侗族3人；土家族4人；畲族13人。（昔阳县志1990年数据）,（无）,昔阳方言为本地普遍使用的方言，依据当地人的语感方言内部可分为4个方言区：县城片、岭西片、口口底片、北圪梁片。岭西片主要分布在该县西部地区，包括西寨和沾尚两乡镇，使用人口约1.7万人；口口底片主要分布在该县东部，包括丁峪和王寨两乡镇，使用人口约1.3万；北圪梁片主要分布在该县北部，主要包括李家庄乡，使用人口约2万；县城片主要包括县城所在地乐平镇及其周围乡镇，使用人口约19万。近年来变化较快，正在向普通话靠拢。本手册调查对象为昔阳县乐平镇东关村，属于县城片，故手册将此方言一律称为昔阳方言。（昔阳县志1990年数据）,有，主要是晋剧,yubao,common,晋语,大包,系属不明
12A83,111.25,37.525000000000006,,,12A83,,山西/离石需交文件电子版/模板表/其他/概况.xls,山西,吕梁,离石,莲花池街道,城内社区,,,,,,,,32.49万（2012年）,主要为汉族，也有回族、满族、蒙古族等少数民族。,（无）,离石方言为本地通用的方言，依据当地人语感，内部可分为两个方言区：东片和西片。东片，即城关话，分布在城关、王家沟、西南部的交口、南部偏西的红眼川、中西部的田家会、中部信义、阳坡、北部偏西的西属巴、西部枣林、西北的结绳焉、东北部的小神头、东南部的吴城、王营庄13个乡镇；西片，接近临县话，分布在西北部的坪头、枣洼2乡。,有离石弹唱，以弹奏伴唱，唱词通俗。场地不受限，表演人数多寡不等，曲调曲目丰富。所用乐器有三弦、扬琴、四音子，笛子、管子、笙、四块瓦等，通常一男一女（以男扮女）手持彩扇边舞边唱。,yubao,common,晋语,吕梁片,汾州小片
12A92,112.61666666666667,38.43333333333334,,,12A92,,山西/忻府区需交文件电子版/模板表/其他/概况.xls,山西,忻州,忻府区,新建路派出所,南城街道胜利社区,,,,,,,,约56万(截止到2016年),汉族、黎族、满族、回族、蒙古族、壮族、藏族、羌族、锡伯族、白族、维吾尔族等少量分布，但因少数民族人口分布零散，故未见对其统计的人口数。,（无）,截至2016年，忻州市下辖1区、1县级市、12县，常住总人口315.53万。忻州方言分布在忻府区各乡镇，使用人口151.1万，为本地普遍通用的方言，忻州方言内部差异可以分成四个小片，齐村小片，包括奇村、顿村及周边地区；庄磨小片，有庄磨及周边地区；豆罗小片，包括豆罗及周边地区；忻府小片，包括秦城、播明、紫岩及周边地区，忻府区城门楼内及周边与东北邻近小片；各个乡镇随着年轻人出外打工，常住人口基本为老年人，跟户籍所在地人口数字不一致。庄磨小片在西南地区，方言特点明显，有五个声调，分别是阴平344、阳平31、上声312、去声51、入声2；声母只有舌尖前塞音、塞擦音、擦音，没有舌尖后音；韵母深臻曾梗通合并，宕江合并。各个小片近年来方言变化较快，正在向普通话靠拢。本手册调查对象为忻州市忻府区及邻近小片，属忻府小片，故手册将此方言一律称为忻州方言。,主要忻州三弦书流行于城乡周边。,yubao,common,晋语,五台片,系属不明
12A85,111.675,39.43333333333334,,,12A85,,山西/偏关需交文件电子版/模板表/其他/概况.xls,山西,忻州市,偏关县,新关镇,磁窑沟村,,,,,,,,约11.2万人,汉族，约11.2万人，（2007统计数据）,（无）,"本县可分为三种口音：（1）以新关话为代表，包括新关镇、窑头、陈家营、楼沟、马家埝、水泉、黄龙池、万家寨等乡镇，使用人口约7.8万人；（2）以天峰坪话为代表，包括天峰坪、大石窊两个乡镇，使用人口约1.3万人，其方言接近河曲话，古上声与阴平合流。（3）以老营话为代表，包括老营、南堡子、教儿埝、尚峪、曹家村等乡镇，使用人口约2.2万人，其方言与平鲁、神池话接近，果摄字读同宕江摄，如哥=刚[kɒ24],馍=忙[mɒ44]。",（无）,yubao,common,晋语,五台片,系属不明
12A89,111.73333333333333,38.99166666666667,,,12A89,,山西/五寨需交文件电子版/模板表/其他/概况.xls,山西,忻州,五寨,砚台,李家口,,,,,,,,约10.8万（2010年）,主要为汉族，约10.8万（2010年）；回族约10人，满族约3人，维吾尔族约3人，土家族约3人，彝族约1，羌族约1人，蒙古族约1人，布依族约1人。,（无）,五寨方言属晋语五台片，分布在五寨县各乡镇，使用人口约11万人，青年人和老年人差异较大，差异主要集中在声母和韵母方面，青年人的语音现象与普通话接近。,主要为五寨道情和二人台，流行于该县多数地区。,yubao,common,晋语,五台片,系属不明
12A88,111.9,37.41666666666667,,,12A88,,山西/文水需交文件电子版/模板表/其他/概况.xls,山西,吕梁,文水,凤城镇,私评,,,,,,,,40多万（2012年）,主要为汉族，约40万人，还有蒙古族、回族、维吾尔族等，但因少数民族人口分布零散，故未见对其统计的人口数。,（无）,文水方言为本地通用的方言，依据当地人的口音，该方言内部可分四部分：一、开栅镇及文峪河以北的地区，因与交城紧邻，有明显的交城方言色彩，语调硬；二、城南孝义镇往南地区，因与汾阳紧邻，有明显的汾阳方言色彩，语调软；三、城东胡兰镇、下曲镇一带，与祁县隔汾河相望，带有祁县方言色彩；四、城东南的徐家镇一带，与平遥紧邻，有明显的平遥方言色彩。近年来文水方言变化较快，正在向普通话靠拢。本手册调查对象为文水县凤城镇方言，故手册将此方言一律称为文水方言。,有。“文水跌杂则”是流传于文水县一带的一种民间曲艺形式，其多为即兴表演，见人说人、见物说物、见事说事，时至今日，仍活跃在各个演出场合，成为各行各业宣传自我的一个重要文艺形式。,yubao,common,晋语,并州片,系属不明
12A82,111.892853,37.020866,,,12A82,,山西/介休需交文件电子版/模板表/其他/概况.xls,山西,晋中,介休,西南街道办事处,设备修造厂,,,,,,,,406517人（2010年全国第六次人口普查统计数据）,少数民族共441人，20人以上的民族：彝族169人，满族66人，蒙古族31人，回族29人，畲族25人；佤族16人，白族14人，布依族12人，傣族11人，拉祜族9人，朝鲜族7人，哈尼族6人，壮族5人，土家族3人，侗族1人。,（无）,介休方言为本地通用的方言，依据当地人语感，方言的内部可分为五种土语：城关话、东村话、南垣话、张兰话、河北话，五个片区以介休城关话为中心向外延伸。城关话包括介休市城区以及方圆十多里的乡镇，包括宋古乡、绵山镇北部、龙凤镇北部、义棠镇北部，使用人口约21万人；东村话包括介休城区东部的三佳乡、连福镇、洪山镇、义安镇南部一带，使用人口约8.8万人；南垣话包括绵山镇南部（原秦树乡）一带，口音与灵石方言相近，使用人口约1万人；张兰话包括介休东北部张兰镇一带，使用人口约4.3万人；河北话指的是介休北部汾河北岸一带的话，包括义安镇北部（原万户堡乡）一带，使用人口约2万人，口音与邻县孝义接近，介休有句俗语“张村石场坊平遥说话介休管”，就是说张兰镇的张村石场坊一带紧挨平遥，语音近似平遥音，只是行政区划属于介休。介休市厂矿企业集中，介休方言手普通话影响较大，逐步向普通话靠拢。本手册调查对象为介休市西南街道办事处设备修造厂社区方言，属于城关话。故手册将此方言一律称为介休方言。,介休干调秧歌，使用介休方言表演。,yubao,common,晋语区,并州片,系属不明
12A91,111.15833333333333,35.70833333333333,,,12A91,,山西/新绛需交文件电子版/模板表/其他/概况.xls,山西,运城,新绛,龙兴镇,王庄,,,,,,,,约25万,据2002年调查结果所示，新绛县常住人口主要为汉族，约24.2万人；回族870人，满族约10人，俄罗斯族1人。,（无）,新绛方言为本地通用的方言，依据当地人语感方言内部可分为三个方言片：城关片、南社片和阳王片。城关片主要分布在该县的中北部地区，包括城关镇、店头乡、南社乡的西部与南部、古交乡、泉掌镇、北张乡、三泉镇和泽掌镇、柳泉乡和横桥乡的三家店、东横桥、西横桥、南马村、东升庄、南庄，使用人口约24万人；南社片主要分布在该县的南社乡东部和东北部，使用人口约6万人；阳王片主要分布在支北庄乡、万安乡和阳王镇地区，使用人口约28035人。近年来，新绛方言变化较快，正在向普通话靠拢。本手册调查对象为新绛县龙兴镇（城关镇）方言，属城关片，故此手册将此方言一律称为新绛方言。,有。盲人说书，流行于该县全境。,yubao,common,中原官话,汾河片,绛州小片
12A84,110.59166666666667,35.13333333333333,,,12A84,,山西/临猗山东话需交文件电子版/模板表/其他/概况.xls,山西,运城,临猗,七级,山东庄,,,,,,,,约58万（2014年）,临猗县主要为汉族，占总人口的99%；也有少量的回族、满族、蒙古族、朝鲜族、壮族等少数民族，只占总人口的1%。,本县无少数民族语言。,临猗县当地人以说临猗话为主，临猗话分布在临猗县各乡镇，使用人口50多万，为本地普遍使用的方言。此外，临猗县还有外来移民带来的方言，如临猗县山东庄的山东高密话，这些外来方言虽在一定程度上受到临猗话的影响，但总体来说影响不大，保留完好。,有，主要是眉户戏曲、蒲剧，流行于该县多数地区。,yubao,common,胶辽官话,青州片,系属不明
