cid,CCR,zhongguoyuyan,simplified,traditional,character
14401,,,橎,橎,橎
14402,,,橏,橏,橏
14403,,,橑,橑,橑
14404,,,橒,橒,橒
14405,,,橓,橓,橓
14406,,,橖,橖,橖
14407,,,橚,橚,橚
14408,,,橛,橛,橛
14409,,,橝,橝,橝
14410,,,橞,橞,橞
14411,,,橠,橠,橠
14412,,,橤,橤,橤
14413,,,橥,橥,橥
14414,,,橥,櫫,櫫
14415,,,橧,橧,橧
14416,,,橨,橨,橨
14417,,,橪,橪,橪
14418,,,橭,橭,橭
14419,,,橰,橰,橰
14420,,,橱,櫥,櫥
14421,,,橶,橶,橶
14422,,,橷,橷,橷
14423,,,橼,櫞,櫞
14424,,,橾,橾,橾
14425,,,橿,橿,橿
14426,,,檂,檂,檂
14427,,,檃,檃,檃
14428,,,檇,檇,檇
14429,,,檈,檈,檈
14430,,,檊,檊,檊
14431,,,檍,檍,檍
14432,,,檎,檎,檎
14433,,,檏,檏,檏
14434,,,檑,檑,檑
14435,,,檒,檒,檒
14436,,,檓,檓,檓
14437,,,檕,檕,檕
14438,,,檖,檖,檖
14439,,,檚,檚,檚
14440,,,檛,檛,檛
14441,,,檞,檞,檞
14442,,,檠,檠,檠
14443,,,檡,檡,檡
14444,,,檥,檥,檥
14445,,,檧,檧,檧
14446,,,檨,檨,檨
14447,,,檩,檁,檁
14448,,,檫,檫,檫
14449,,,檲,檲,檲
14450,,,檴,檴,檴
14451,,,檷,檷,檷
14452,,,檹,檹,檹
14453,,,檺,檺,檺
14454,,,檼,檼,檼
14455,,,檽,檽,檽
14456,,,檿,檿,檿
14457,,,櫄,櫄,櫄
14458,,,櫆,櫆,櫆
14459,,,櫈,櫈,櫈
14460,,,櫉,櫉,櫉
14461,,,櫋,櫋,櫋
14462,,,櫌,櫌,櫌
14463,,,櫎,櫎,櫎
14464,,,櫏,櫏,櫏
14465,,,櫐,櫐,櫐
14466,,,櫑,櫑,櫑
14467,,,櫔,櫔,櫔
14468,,,櫕,櫕,櫕
14469,,,櫖,櫖,櫖
14470,,,櫘,櫘,櫘
14471,,,櫙,櫙,櫙
14472,,,櫜,櫜,櫜
14473,,,櫡,櫡,櫡
14474,,,櫦,櫦,櫦
14475,,,櫭,櫭,櫭
14476,,,櫰,櫰,櫰
14477,,,櫶,櫶,櫶
14478,,,櫺,櫺,櫺
14479,,,櫽,櫽,櫽
14480,,,櫾,櫾,櫾
14481,,,欀,欀,欀
14482,,,欂,欂,欂
14483,,,欃,欃,欃
14484,,,欈,欈,欈
14485,,,欉,欉,欉
14486,,,欋,欋,欋
14487,,,欌,欌,欌
14488,,,欔,欔,欔
14489,,,欗,欗,欗
14490,,,欙,欙,欙
14491,,,欚,欚,欚
14492,,,欜,欜,欜
14493,,,欝,欝,欝
14494,,,欤,欤,欤
14495,,,欥,欥,欥
14496,,,欦,欦,欦
14497,,,欨,欨,欨
14498,,,欪,欪,欪
14499,,,欭,欭,欭
14500,,,欮,欮,欮
14501,,,欯,欯,欯
14502,,,欰,欰,欰
14503,,,欴,欴,欴
14504,,,欸,欸,欸
14505,,,欻,欻,欻
14506,,,欼,欼,欼
14507,,,欿,欿,欿
14508,,,歁,歁,歁
14509,,,歂,歂,歂
14510,,,歃,歃,歃
14511,,,歄,歄,歄
14512,,,歅,歅,歅
14513,,,歈,歈,歈
14514,,,歊,歊,歊
14515,,,歋,歋,歋
14516,,,歍,歍,歍
14517,,,歏,歏,歏
14518,,,歑,歑,歑
14519,,,歒,歒,歒
14520,,,歔,歔,歔
14521,,,歖,歖,歖
14522,,,歘,歘,歘
14523,,,歜,歜,歜
14524,,,歝,歝,歝
14525,,,歞,歞,歞
14526,,,歠,歠,歠
14527,,,歪,歪,歪
14528,,,歫,歫,歫
14529,,,歭,歭,歭
14530,,,歮,歮,歮
14531,,,歱,歱,歱
14532,,,歳,歳,歳
14533,,,歹,歹,歹
14534,,,歾,歾,歾
14535,,,殁,殁,殁
14536,,,殄,殄,殄
14537,,,殅,殅,殅
14538,,,殈,殈,殈
14539,,,殍,殍,殍
14540,,,殏,殏,殏
14541,,,殐,殐,殐
14542,,,殑,殑,殑
14543,,,殔,殔,殔
14544,,,殗,殗,殗
14545,,,殙,殙,殙
14546,,,殚,殫,殫
14547,,,殛,殛,殛
14548,,,殜,殜,殜
14549,,,殝,殝,殝
14550,,,殠,殠,殠
14551,,,殣,殣,殣
14552,,,殧,殧,殧
14553,,,殩,殩,殩
14554,,,殪,殪,殪
14555,,,殬,殬,殬
14556,,,殱,殱,殱
14557,,,殳,殳,殳
14558,,,殶,殶,殶
14559,,,殹,殹,殹
14560,,,殽,殽,殽
14561,,,毁,毁,毁
14562,,,毁,譭,譭
14563,,,毃,毃,毃
14564,,,毄,毄,毄
14565,,,毇,毇,毇
14566,,,毌,毌,毌
14567,,,毐,毐,毐
14568,,,毑,毑,毑
14569,,,毗,毗,毗
14570,,,毘,毘,毘
14571,,,毚,毚,毚
14572,,,毡,毡,毡
14573,,,毢,毢,毢
14574,,,毤,毤,毤
14575,,,毦,毦,毦
14576,,,毧,毧,毧
14577,,,毨,毨,毨
14578,,,毪,毪,毪
14579,,,毭,毭,毭
14580,,,毰,毰,毰
14581,,,毱,毱,毱
14582,,,毳,毳,毳
14583,,,毴,毴,毴
14584,,,毵,毿,毿
14585,,,毷,毷,毷
14586,,,毸,毸,毸
14587,,,毹,毹,毹
14588,,,毻,毻,毻
14589,,,毼,毼,毼
14590,,,毽,毽,毽
14591,,,毾,毾,毾
14592,,,氀,氀,氀
14593,,,氆,氆,氆
14594,,,氇,氌,氌
14595,,,氉,氉,氉
14596,,,氊,氊,氊
14597,,,氍,氍,氍
14598,,,氎,氎,氎
14599,,,氐,氐,氐
14600,,,气,气,气
14601,,,氕,氕,氕
14602,,,氖,氖,氖
14603,,,氘,氘,氘
14604,,,氙,氙,氙
14605,,,氚,氚,氚
14606,,,氟,氟,氟
14607,,,氡,氡,氡
14608,,,氢,氫,氫
14609,,,氦,氦,氦
14610,,,氧,氧,氧
14611,,,氨,氨,氨
14612,,,氩,氬,氬
14613,,,氪,氪,氪
14614,,,氮,氮,氮
14615,,,氯,氯,氯
14616,,,氰,氰,氰
14617,,,氲,氲,氲
14618,,,氲,氳,氳
14619,,,氵,氵,氵
14620,,,氶,氶,氶
14621,,,氷,氷,氷
14622,,,氹,氹,氹
14623,,,氺,氺,氺
14624,,,氻,氻,氻
14625,,,氼,氼,氼
14626,,,氽,氽,氽
14627,,,氿,氿,氿
14628,,,汃,汃,汃
14629,,,汆,汆,汆
14630,,,汇,汇,汇
14631,,,汇,滙,滙
14632,,,汈,汈,汈
14633,,,汊,汊,汊
14634,,,汋,汋,汋
14635,,,汍,汍,汍
14636,,,汐,汐,汐
14637,,,汑,汑,汑
14638,,,汒,汒,汒
14639,,,汔,汔,汔
14640,,,汘,汘,汘
14641,,,汚,汚,汚
14642,,,汜,汜,汜
14643,,,汥,汥,汥
14644,,,汦,汦,汦
14645,,,汧,汧,汧
14646,,,汫,汫,汫
14647,,,汬,汬,汬
14648,,,汭,汭,汭
14649,,,汮,汮,汮
14650,,,汳,汳,汳
14651,,,汸,汸,汸
14652,,,汹,汹,汹
14653,,,汻,汻,汻
14654,,,汽,汽,汽
14655,,,沄,沄,沄
14656,,,沄,澐,澐
14657,,,沇,沇,沇
14658,,,沊,沊,沊
14659,,,沋,沋,沋
14660,,,沍,沍,沍
14661,,,沑,沑,沑
14662,,,沘,沘,沘
14663,,,沜,沜,沜
14664,,,沝,沝,沝
14665,,,沞,沞,沞
14666,,,沟,沟,沟
14667,,,没,没,没
14668,,,沨,渢,渢
14669,,,沩,溈,溈
14670,,,沩,潙,潙
14671,,,沯,沯,沯
14672,,,沰,沰,沰
14673,,,沲,沲,沲
14674,,,沴,沴,沴
14675,,,沶,沶,沶
14676,,,沷,沷,沷
14677,,,沺,沺,沺
14678,,,泀,泀,泀
14679,,,泂,泂,泂
14680,,,泃,泃,泃
14681,,,泆,泆,泆
14682,,,泇,泇,泇
14683,,,泈,泈,泈
14684,,,泋,泋,泋
14685,,,泎,泎,泎
14686,,,泏,泏,泏
14687,,,泐,泐,泐
14688,,,泑,泑,泑
14689,,,泒,泒,泒
14690,,,泖,泖,泖
14691,,,泙,泙,泙
14692,,,泛,氾,氾
14693,,,泜,泜,泜
14694,,,泞,泞,泞
14695,,,泠,泠,泠
14696,,,泤,泤,泤
14697,,,泦,泦,泦
14698,,,泧,泧,泧
14699,,,泩,泩,泩
14700,,,泬,泬,泬
14701,,,泭,泭,泭
14702,,,泮,泮,泮
14703,,,泲,泲,泲
14704,,,泵,泵,泵
14705,,,泶,澩,澩
14706,,,泹,泹,泹
14707,,,泺,濼,濼
14708,,,泼,潑,潑
14709,,,泿,泿,泿
14710,,,洁,洁,洁
14711,,,洃,洃,洃
14712,,,洅,洅,洅
14713,,,洈,洈,洈
14714,,,洉,洉,洉
14715,,,洊,洊,洊
14716,,,洍,洍,洍
14717,,,洎,洎,洎
14718,,,洏,洏,洏
14719,,,洐,洐,洐
14720,,,洓,洓,洓
14721,,,洕,洕,洕
14722,,,洚,洚,洚
14723,,,洜,洜,洜
14724,,,洝,洝,洝
14725,,,洟,洟,洟
14726,,,洡,洡,洡
14727,,,洢,洢,洢
14728,,,洣,洣,洣
14729,,,洤,洤,洤
14730,,,洦,洦,洦
14731,,,洧,洧,洧
14732,,,洨,洨,洨
14733,,,洬,洬,洬
14734,,,洭,洭,洭
14735,,,洱,洱,洱
14736,,,洳,洳,洳
14737,,,洴,洴,洴
14738,,,洵,洵,洵
14739,,,洷,洷,洷
14740,,,洹,洹,洹
14741,,,浈,湞,湞
14742,,,浉,溮,溮
14743,,,浌,浌,浌
14744,,,浍,澮,澮
14745,,,浐,滻,滻
14746,,,浕,濜,濜
14747,,,浖,浖,浖
14748,,,浘,浘,浘
14749,,,浛,浛,浛
14750,,,浝,浝,浝
14751,,,浟,浟,浟
14752,,,浠,浠,浠
14753,,,浡,浡,浡
14754,,,浢,浢,浢
14755,,,浣,浣,浣
14756,,,浤,浤,浤
14757,,,浥,浥,浥
14758,,,浧,浧,浧
14759,,,浨,浨,浨
14760,,,浫,浫,浫
14761,,,浬,浬,浬
14762,,,浭,浭,浭
14763,,,浯,浯,浯
14764,,,浲,浲,浲
14765,,,浵,浵,浵
14766,,,浺,浺,浺
14767,,,浻,浻,浻
14768,,,浼,浼,浼
14769,,,浽,浽,浽
14770,,,浾,浾,浾
14771,,,涀,涀,涀
14772,,,涃,涃,涃
14773,,,涄,涄,涄
14774,,,涊,涊,涊
14775,,,涌,湧,湧
14776,,,涍,涍,涍
14777,,,涏,涏,涏
14778,,,涐,涐,涐
14779,,,涒,涒,涒
14780,,,涔,涔,涔
14781,,,涖,涖,涖
14782,,,涘,涘,涘
14783,,,涚,涗,涗
14784,,,涞,淶,淶
14785,,,涠,潿,潿
14786,,,涢,溳,溳
14787,,,涧,澗,澗
14788,,,涪,涪,涪
14789,,,涫,涫,涫
14790,,,涬,涬,涬
14791,,,涰,涰,涰
14792,,,涳,涳,涳
14793,,,涷,涷,涷
14794,,,涹,涹,涹
14795,,,涺,涺,涺
14796,,,涻,涻,涻
14797,,,涾,涾,涾
14798,,,淁,淁,淁
14799,,,淂,淂,淂
14800,,,淃,淃,淃
14801,,,淈,淈,淈
14802,,,淌,淌,淌
14803,,,淏,淏,淏
14804,,,淐,淐,淐
14805,,,淓,淓,淓
14806,,,淔,淔,淔
14807,,,淕,淕,淕
14808,,,淖,淖,淖
14809,,,淗,淗,淗
14810,,,淘,淘,淘
14811,,,淛,淛,淛
14812,,,淜,淜,淜
14813,,,淟,淟,淟
14814,,,淠,淠,淠
14815,,,淢,淢,淢
14816,,,淧,淧,淧
14817,,,淭,淭,淭
14818,,,淯,淯,淯
14819,,,淲,淲,淲
14820,,,淸,淸,淸
14821,,,淽,淽,淽
14822,,,淿,淿,淿
14823,,,渂,渂,渂
14824,,,渃,渃,渃
14825,,,渌,渌,渌
14826,,,渒,渒,渒
14827,,,渕,渕,渕
14828,,,渘,渘,渘
14829,,,渜,渜,渜
14830,,,渟,渟,渟
14831,,,渨,渨,渨
14832,,,温,温,温
14833,,,渫,渫,渫
14834,,,渰,渰,渰
14835,,,渱,渱,渱
14836,,,渳,渳,渳
14837,,,渶,渶,渶
14838,,,渷,渷,渷
14839,,,渹,渹,渹
14840,,,渻,渻,渻
14841,,,渼,渼,渼
14842,,,渽,渽,渽
14843,,,渿,渿,渿
14844,,,湀,湀,湀
14845,,,湁,湁,湁
14846,,,湂,湂,湂
14847,,,湅,湅,湅
14848,,,湉,湉,湉
14849,,,湏,湏,湏
14850,,,湐,湐,湐
14851,,,湑,湑,湑
14852,,,湒,湒,湒
14853,,,湕,湕,湕
14854,,,湗,湗,湗
14855,,,湙,湙,湙
14856,,,湜,湜,湜
14857,,,湝,湝,湝
14858,,,湡,湡,湡
14859,,,湢,湢,湢
14860,,,湣,湣,湣
14861,,,湥,湥,湥
14862,,,湦,湦,湦
14863,,,湨,湨,湨
14864,,,湩,湩,湩
14865,,,湪,湪,湪
14866,,,湱,湱,湱
14867,,,湳,湳,湳
14868,,,湶,湶,湶
14869,,,湸,湸,湸
14870,,,湻,湻,湻
14871,,,湼,湼,湼
14872,,,湽,湽,湽
14873,,,溁,濚,濚
14874,,,溂,溂,溂
14875,,,溆,漵,漵
14876,,,溇,漊,漊
14877,,,溍,溍,溍
14878,,,溎,溎,溎
14879,,,溏,溏,溏
14880,,,溑,溑,溑
14881,,,溒,溒,溒
14882,,,溓,溓,溓
14883,,,溔,溔,溔
14884,,,溕,溕,溕
14885,,,溗,溗,溗
14886,,,溘,溘,溘
14887,,,溚,溚,溚
14888,,,溛,溛,溛
14889,,,溞,溞,溞
14890,,,溣,溣,溣
14891,,,溥,溥,溥
14892,,,溦,溦,溦
14893,,,溨,溨,溨
14894,,,溩,溩,溩
14895,,,溭,溭,溭
14896,,,溯,溯,溯
14897,,,溰,溰,溰
14898,,,溱,溱,溱
14899,,,溲,溲,溲
14900,,,溴,溴,溴
14901,,,溵,溵,溵
14902,,,溸,溸,溸
14903,,,溹,溹,溹
14904,,,溻,溻,溻
14905,,,溽,溽,溽
14906,,,溾,溾,溾
14907,,,滀,滀,滀
14908,,,滁,滁,滁
14909,,,滃,滃,滃
14910,,,滈,滈,滈
14911,,,滉,滉,滉
14912,,,滍,滍,滍
14913,,,滏,滏,滏
14914,,,滐,滐,滐
14915,,,滒,滒,滒
14916,,,滗,滗,滗
14917,,,滘,滘,滘
14918,,,滚,滾,滾
14919,,,滛,滛,滛
14920,,,滟,滟,滟
14921,,,滟,灧,灧
14922,,,滠,灄,灄
14923,,,滢,瀅,瀅
14924,,,滣,滣,滣
14925,,,滤,濾,濾
14926,,,滧,滧,滧
14927,,,滪,澦,澦
14928,,,滫,滫,滫
14929,,,滭,滭,滭
14930,,,滮,滮,滮
14931,,,滰,滰,滰
14932,,,滱,滱,滱
14933,,,滳,滳,滳
14934,,,滵,滵,滵
14935,,,滶,滶,滶
14936,,,滹,滹,滹
14937,,,滺,滺,滺
14938,,,滽,滽,滽
14939,,,漀,漀,漀
14940,,,漃,漃,漃
14941,,,漅,漅,漅
14942,,,漇,漇,漇
14943,,,漈,漈,漈
14944,,,漋,漋,漋
14945,,,漌,漌,漌
14946,,,漐,漐,漐
14947,,,漑,漑,漑
14948,,,漓,灕,灕
14949,,,漖,漖,漖
14950,,,漘,漘,漘
14951,,,漙,漙,漙
14952,,,漛,漛,漛
14953,,,漞,漞,漞
14954,,,漟,漟,漟
14955,,,漥,漥,漥
14956,,,漦,漦,漦
14957,,,漨,漨,漨
14958,,,漩,漩,漩
14959,,,漪,漪,漪
14960,,,漭,漭,漭
14961,,,漮,漮,漮
14962,,,漯,漯,漯
14963,,,漰,漰,漰
14964,,,漴,漴,漴
14965,,,漶,漶,漶
14966,,,漷,漷,漷
14967,,,漹,漹,漹
14968,,,漺,漺,漺
14969,,,漻,漻,漻
14970,,,漼,漼,漼
14971,,,潀,潀,潀
14972,,,潄,潄,潄
14973,,,潆,瀠,瀠
14974,,,潇,瀟,瀟
14975,,,潈,潈,潈
14976,,,潊,潊,潊
14977,,,潋,瀲,瀲
14978,,,潎,潎,潎
14979,,,潏,潏,潏
14980,,,潐,潐,潐
14981,,,潒,潒,潒
14982,,,潓,潓,潓
14983,,,潖,潖,潖
14984,,,潗,潗,潗
14985,,,潝,潝,潝
14986,,,潟,潟,潟
14987,,,潠,潠,潠
14988,,,潧,潧,潧
14989,,,潨,潨,潨
14990,,,潩,潩,潩
14991,,,潪,潪,潪
14992,,,潫,潫,潫
14993,,,潬,潬,潬
14994,,,潳,潳,潳
14995,,,潵,潵,潵
14996,,,潶,潶,潶
14997,,,潻,潻,潻
14998,,,潼,潼,潼
14999,,,潽,潽,潽
15000,,,澉,澉,澉
15001,,,澋,澋,澋
15002,,,澌,澌,澌
15003,,,澍,澍,澍
15004,,,澏,澏,澏
15005,,,澑,澑,澑
15006,,,澒,澒,澒
15007,,,澓,澓,澓
15008,,,澔,澔,澔
15009,,,澚,澚,澚
15010,,,澛,瀂,瀂
15011,,,澞,澞,澞
15012,,,澟,澟,澟
15013,,,澣,澣,澣
15014,,,澧,澧,澧
15015,,,澨,澨,澨
15016,,,澪,澪,澪
15017,,,澭,澭,澭
15018,,,澯,澯,澯
15019,,,澰,澰,澰
15020,,,澲,澲,澲
15021,,,澴,澴,澴
15022,,,澶,澶,澶
15023,,,澸,澸,澸
15024,,,澺,澺,澺
15025,,,澻,澻,澻
15026,,,澼,澼,澼
15027,,,澽,澽,澽
15028,,,澿,澿,澿
15029,,,濇,濇,濇
15030,,,濈,濈,濈
15031,,,濊,濊,濊
15032,,,濋,濋,濋
15033,,,濌,濌,濌
15034,,,濎,濎,濎
15035,,,濏,濏,濏
15036,,,濐,濐,濐
15037,,,濒,瀕,瀕
15038,,,濓,濓,濓
15039,,,濔,濔,濔
15040,,,濖,濖,濖
15041,,,濗,濗,濗
15042,,,濙,濙,濙
15043,,,濞,濞,濞
15044,,,濢,濢,濢
15045,,,濣,濣,濣
15046,,,濥,濥,濥
15047,,,濦,濦,濦
15048,,,濨,濨,濨
15049,,,濩,濩,濩
15050,,,濪,濪,濪
15051,,,濮,濮,濮
15052,,,濲,濲,濲
15053,,,濳,濳,濳
15054,,,濴,濴,濴
15055,,,濵,濵,濵
15056,,,濶,濶,濶
15057,,,濽,濽,濽
15058,,,瀀,瀀,瀀
15059,,,瀄,瀄,瀄
15060,,,瀈,瀈,瀈
15061,,,瀊,瀊,瀊
15062,,,瀌,瀌,瀌
15063,,,瀍,瀍,瀍
15064,,,瀎,瀎,瀎
15065,,,瀒,瀒,瀒
15066,,,瀖,瀖,瀖
15067,,,瀗,瀗,瀗
15068,,,瀙,瀙,瀙
15069,,,瀜,瀜,瀜
15070,,,瀡,瀡,瀡
15071,,,瀢,瀢,瀢
15072,,,瀤,瀤,瀤
15073,,,瀥,瀥,瀥
15074,,,瀫,瀫,瀫
15075,,,瀭,瀭,瀭
15076,,,瀱,瀱,瀱
15077,,,瀳,瀳,瀳
15078,,,瀴,瀴,瀴
15079,,,瀵,瀵,瀵
15080,,,瀶,瀶,瀶
15081,,,瀷,瀷,瀷
15082,,,瀸,瀸,瀸
15083,,,瀺,瀺,瀺
15084,,,瀼,瀼,瀼
15085,,,瀽,瀽,瀽
15086,,,瀿,瀿,瀿
15087,,,灂,灂,灂
15088,,,灇,灇,灇
15089,,,灈,灈,灈
15090,,,灉,灉,灉
15091,,,灊,灊,灊
15092,,,灎,灎,灎
15093,,,灏,灝,灝
15094,,,灓,灓,灓
15095,,,灔,灔,灔
15096,,,灛,灛,灛
15097,,,灜,灜,灜
15098,,,灞,灞,灞
15099,,,灟,灟,灟
15100,,,灠,灠,灠
15101,,,灢,灢,灢
15102,,,灥,灥,灥
15103,,,灦,灦,灦
15104,,,灨,灨,灨
15105,,,灪,灪,灪
15106,,,灬,灬,灬
15107,,,灯,灯,灯
15108,,,灱,灱,灱
15109,,,灴,灴,灴
15110,,,灵,灵,灵
15111,,,灶,灶,灶
15112,,,灹,灹,灹
15113,,,灺,灺,灺
15114,,,炂,炂,炂
15115,,,炄,炄,炄
15116,,,炆,炆,炆
15117,,,炈,炈,炈
15118,,,炌,炌,炌
15119,,,炏,炏,炏
15120,,,炐,炐,炐
15121,,,炓,炓,炓
15122,,,炖,炖,炖
15123,,,炗,炗,炗
15124,,,炘,炘,炘
15125,,,炝,熗,熗
15126,,,炟,炟,炟
15127,,,炠,炠,炠
15128,,,炢,炢,炢
15129,,,炣,炣,炣
15130,,,炥,炥,炥
15131,,,炦,炦,炦
15132,,,炧,炧,炧
15133,,,炩,炩,炩
15134,,,炪,炪,炪
15135,,,炱,炱,炱
15136,,,炴,炴,炴
15137,,,炵,炵,炵
15138,,,炶,炶,炶
15139,,,炸,炸,炸
15140,,,炻,炻,炻
15141,,,炼,炼,炼
15142,,,炼,煉,煉
15143,,,烀,烀,烀
15144,,,烃,烴,烴
15145,,,烄,烄,烄
15146,,,烆,烆,烆
15147,,,烇,烇,烇
15148,,,烉,烉,烉
15149,,,烋,烋,烋
15150,,,烌,烌,烌
15151,,,烍,烍,烍
15152,,,烐,烐,烐
15153,,,烑,烑,烑
15154,,,烒,烒,烒
15155,,,烓,烓,烓
15156,,,烕,烕,烕
15157,,,烗,烗,烗
15158,,,烚,烚,烚
15159,,,烛,烛,烛
15160,,,烜,烜,烜
15161,,,烞,烞,烞
15162,,,烠,烠,烠
15163,,,烤,烤,烤
15164,,,烩,燴,燴
15165,,,烫,燙,燙
15166,,,烮,烮,烮
15167,,,烯,烯,烯
15168,,,烱,烱,烱
15169,,,烲,烲,烲
15170,,,烳,烳,烳
15171,,,烶,烶,烶
15172,,,烷,烷,烷
15173,,,烹,烹,烹
15174,,,烺,烺,烺
15175,,,烻,烻,烻
15176,,,烼,烼,烼
15177,,,焀,焀,焀
15178,,,焁,焁,焁
15179,,,焂,焂,焂
15180,,,焃,焃,焃
15181,,,焄,焄,焄
15182,,,焅,焅,焅
15183,,,焆,焆,焆
15184,,,焈,焈,焈
15185,,,焋,焋,焋
15186,,,焎,焎,焎
15187,,,焐,焐,焐
15188,,,焓,焓,焓
15189,,,焖,燜,燜
15190,,,焗,焗,焗
15191,,,焙,焙,焙
15192,,,焞,焞,焞
15193,,,焟,焟,焟
15194,,,焢,焢,焢
15195,,,焥,焥,焥
15196,,,焧,焧,焧
15197,,,焪,焪,焪
15198,,,焫,焫,焫
15199,,,焬,焬,焬
15200,,,焮,焮,焮
15201,,,焱,焱,焱
15202,,,焲,焲,焲
15203,,,焴,焴,焴
15204,,,焵,焵,焵
15205,,,焷,焷,焷
15206,,,焸,焸,焸
15207,,,焽,焽,焽
15208,,,焾,焾,焾
15209,,,焿,焿,焿
15210,,,煀,煀,煀
15211,,,煁,煁,煁
15212,,,煃,煃,煃
15213,,,煅,煅,煅
15214,,,煆,煆,煆
15215,,,煊,煊,煊
15216,,,煋,煋,煋
15217,,,煍,煍,煍
15218,,,煏,煏,煏
15219,,,煐,煐,煐
15220,,,煓,煓,煓
15221,,,煔,煔,煔
15222,,,煕,煕,煕
15223,,,煚,煚,煚
15224,,,煛,煛,煛
15225,,,煝,煝,煝
15226,,,煟,煟,煟
15227,,,煣,煣,煣
15228,,,煪,煪,煪
15229,,,煭,煭,煭
15230,,,煮,煮,煮
15231,,,煲,煲,煲
15232,,,煳,煳,煳
15233,,,煴,煴,煴
15234,,,煴,熅,熅
15235,,,煵,煵,煵
15236,,,煸,煸,煸
15237,,,煹,煹,煹
15238,,,煺,煺,煺
15239,,,煻,煻,煻
15240,,,煾,煾,煾
15241,,,煿,煿,煿
15242,,,熁,熁,熁
15243,,,熆,熆,熆
15244,,,熇,熇,熇
15245,,,熈,熈,熈
15246,,,熋,熋,熋
15247,,,熑,熑,熑
15248,,,熔,熔,熔
15249,,,熘,熘,熘
15250,,,熛,熛,熛
15251,,,熜,熜,熜
15252,,,熝,熝,熝
15253,,,熠,熠,熠
15254,,,熢,熢,熢
15255,,,熣,熣,熣
15256,,,熤,熤,熤
15257,,,熥,熥,熥
15258,,,熧,熧,熧
15259,,,熩,熩,熩
15260,,,熪,熪,熪
15261,,,熭,熭,熭
15262,,,熮,熮,熮
15263,,,熳,熳,熳
15264,,,熵,熵,熵
15265,,,熷,熷,熷
15266,,,熸,熸,熸
15267,,,熺,熺,熺
15268,,,熼,熼,熼
15269,,,熽,熽,熽
15270,,,燂,燂,燂
15271,,,燅,燅,燅
15272,,,燊,燊,燊
15273,,,燋,燋,燋
15274,,,燍,燍,燍
15275,,,燏,燏,燏
15276,,,燔,燔,燔
15277,,,燘,燘,燘
15278,,,燚,燚,燚
15279,,,燝,燝,燝
15280,,,燠,燠,燠
15281,,,燡,燡,燡
15282,,,燣,燣,燣
15283,,,燩,燩,燩
15284,,,燫,燫,燫
15285,,,燲,燲,燲
15286,,,燷,燷,燷
15287,,,燹,燹,燹
15288,,,燽,燽,燽
15289,,,燿,燿,燿
15290,,,爀,爀,爀
15291,,,爂,爂,爂
15292,,,爈,爈,爈
15293,,,爉,爉,爉
15294,,,爊,爊,爊
15295,,,爋,爋,爋
15296,,,爒,爒,爒
15297,,,爔,爔,爔
15298,,,爕,爕,爕
15299,,,爗,爗,爗
15300,,,爚,爚,爚
15301,,,爜,爜,爜
15302,,,爝,爝,爝
15303,,,爞,爞,爞
15304,,,爟,爟,爟
15305,,,爢,爢,爢
15306,,,爣,爣,爣
15307,,,爦,爦,爦
15308,,,爩,爩,爩
15309,,,爫,爫,爫
15310,,,爮,爮,爮
15311,,,爯,爯,爯
15312,,,爷,爺,爺
15313,,,爼,爼,爼
15314,,,爿,爿,爿
15315,,,牁,牁,牁
15316,,,牂,牂,牂
15317,,,牃,牃,牃
15318,,,牄,牄,牄
15319,,,牉,牉,牉
15320,,,牏,牏,牏
15321,,,牑,牑,牑
15322,,,牓,牓,牓
15323,,,牕,牕,牕
15324,,,牜,牜,牜
15325,,,牠,牠,牠
15326,,,牣,牣,牣
15327,,,牤,牤,牤
15328,,,牥,牥,牥
15329,,,牦,氂,氂
15330,,,牦,牦,牦
15331,,,牦,犛,犛
15332,,,牨,牨,牨
15333,,,牪,牪,牪
15334,,,牭,牭,牭
15335,,,牮,牮,牮
15336,,,牰,牰,牰
15337,,,牱,牱,牱
15338,,,牳,牳,牳
15339,,,牶,牶,牶
15340,,,牷,牷,牷
15341,,,牻,牻,牻
15342,,,牼,牼,牼
15343,,,牾,牾,牾
15344,,,牿,牿,牿
15345,,,犁,犁,犁
15346,,,犃,犃,犃
15347,,,犄,犄,犄
15348,,,犅,犅,犅
15349,,,犆,犆,犆
15350,,,犈,犈,犈
15351,,,犉,犉,犉
15352,,,犋,犋,犋
15353,,,犌,犌,犌
15354,,,犏,犏,犏
15355,,,犐,犐,犐
15356,,,犑,犑,犑
15357,,,犓,犓,犓
15358,,,犔,犔,犔
15359,,,犕,犕,犕
15360,,,犗,犗,犗
15361,,,犘,犘,犘
15362,,,犙,犙,犙
15363,,,犚,犚,犚
15364,,,犜,犜,犜
15365,,,犝,犝,犝
15366,,,犟,犟,犟
15367,,,犡,犡,犡
15368,,,犣,犣,犣
15369,,,犤,犤,犤
15370,,,犥,犥,犥
15371,,,犦,犦,犦
15372,,,犩,犩,犩
15373,,,犪,犪,犪
15374,,,犭,犭,犭
15375,,,犮,犮,犮
15376,,,犰,犰,犰
15377,,,犲,犲,犲
15378,,,犳,犳,犳
15379,,,犴,犴,犴
15380,,,犵,犵,犵
15381,,,犸,獁,獁
15382,,,犹,犹,犹
15383,,,犺,犺,犺
15384,,,犼,犼,犼
15385,,,犽,犽,犽
15386,,,犿,犿,犿
