# 客語
id,從化(呂田)_聲母,從化(呂田)_韻母,從化(呂田)_調值,從化(呂田)_調類,河源(廣東)_聲母,河源(廣東)_韻母,河源(廣東)_調值,河源(廣東)_調類,揭西(廣東)_聲母,揭西(廣東)_韻母,揭西(廣東)_調值,揭西(廣東)_調類,梅縣(廣東)_聲母,梅縣(廣東)_韻母,梅縣(廣東)_調值,梅縣(廣東)_調類,惠州(市區)_聲母,惠州(市區)_韻母,惠州(市區)_調值,惠州(市區)_調類,東莞(清溪)(客贛方言調查報告)_聲母,東莞(清溪)(客贛方言調查報告)_韻母,東莞(清溪)(客贛方言調查報告)_調值,東莞(清溪)(客贛方言調查報告)_調類,東莞(清溪)_聲母,東莞(清溪)_韻母,東莞(清溪)_調值,東莞(清溪)_調類,深圳(沙頭角)_聲母,深圳(沙頭角)_韻母,深圳(沙頭角)_調值,深圳(沙頭角)_調類,沙頭角麻雀嶺(香港新界)_聲母,沙頭角麻雀嶺(香港新界)_韻母,沙頭角麻雀嶺(香港新界)_調值,沙頭角麻雀嶺(香港新界)_調類,西貢荔枝莊(香港新界)_聲母,西貢荔枝莊(香港新界)_韻母,西貢荔枝莊(香港新界)_調值,西貢荔枝莊(香港新界)_調類,沙田赤泥坪(香港新界)_聲母,沙田赤泥坪(香港新界)_韻母,沙田赤泥坪(香港新界)_調值,沙田赤泥坪(香港新界)_調類,香港_聲母,香港_韻母,香港_調值,香港_調類,屯門楊小坑(香港新界)_聲母,屯門楊小坑(香港新界)_韻母,屯門楊小坑(香港新界)_調值,屯門楊小坑(香港新界)_調類,連南(廣東)_聲母,連南(廣東)_韻母,連南(廣東)_調值,連南(廣東)_調類,翁源(廣東)_聲母,翁源(廣東)_韻母,翁源(廣東)_調值,翁源(廣東)_調類,寧化(福建)_聲母,寧化(福建)_韻母,寧化(福建)_調值,寧化(福建)_調類,長汀(福建)_聲母,長汀(福建)_韻母,長汀(福建)_調值,長汀(福建)_調類,武平(福建)_聲母,武平(福建)_韻母,武平(福建)_調值,武平(福建)_調類,秀篆(福建詔安)_聲母,秀篆(福建詔安)_韻母,秀篆(福建詔安)_調值,秀篆(福建詔安)_調類,寧都(江西)_聲母,寧都(江西)_韻母,寧都(江西)_調值,寧都(江西)_調類,寧都縣梅江鎮_聲母,寧都縣梅江鎮_韻母,寧都縣梅江鎮_調值,寧都縣梅江鎮_調類,石城_聲母,石城_韻母,石城_調值,石城_調類,龍南_聲母,龍南_韻母,龍南_調值,龍南_調類,定南_聲母,定南_韻母,定南_調值,定南_調類,全南_聲母,全南_韻母,全南_調值,全南_調類,全南縣城廂鎮_聲母,全南縣城廂鎮_韻母,全南縣城廂鎮_調值,全南縣城廂鎮_調類,于都_聲母,于都_韻母,于都_調值,于都_調類,上猶縣社溪鄉江頭_聲母,上猶縣社溪鄉江頭_韻母,上猶縣社溪鄉江頭_調值,上猶縣社溪鄉江頭_調類,贛縣(江西蟠龍鎮)_聲母,贛縣(江西蟠龍鎮)_韻母,贛縣(江西蟠龍鎮)_調值,贛縣(江西蟠龍鎮)_調類,上猶(江西)_聲母,上猶(江西)_韻母,上猶(江西)_調值,上猶(江西)_調類,南康_聲母,南康_韻母,南康_調值,南康_調類,南康市蓉江鎮_聲母,南康市蓉江鎮_韻母,南康市蓉江鎮_調值,南康市蓉江鎮_調類,大余(江西)_聲母,大余(江西)_韻母,大余(江西)_調值,大余(江西)_調類,安遠縣欣山鎮_聲母,安遠縣欣山鎮_韻母,安遠縣欣山鎮_調值,安遠縣欣山鎮_調類,安遠_聲母,安遠_韻母,安遠_調值,安遠_調類,修水縣黃沙橋鄉_聲母,修水縣黃沙橋鄉_韻母,修水縣黃沙橋鄉_調值,修水縣黃沙橋鄉_調類,澡溪_聲母,澡溪_韻母,澡溪_調值,澡溪_調類,三都(江西銅鼓)_聲母,三都(江西銅鼓)_韻母,三都(江西銅鼓)_調值,三都(江西銅鼓)_調類,銅鼓_聲母,銅鼓_韻母,銅鼓_調值,銅鼓_調類,井岡山_聲母,井岡山_韻母,井岡山_調值,井岡山_調類,信宜思賀_聲母,信宜思賀_韻母,信宜思賀_調值,信宜思賀_調類,信宜錢排_聲母,信宜錢排_韻母,信宜錢排_調值,信宜錢排_調類,陽春三甲_聲母,陽春三甲_韻母,陽春三甲_調值,陽春三甲_調類,高州新垌_聲母,高州新垌_韻母,高州新垌_調值,高州新垌_調類,廉江石角_聲母,廉江石角_韻母,廉江石角_調值,廉江石角_調類,陽西塘口_聲母,陽西塘口_韻母,陽西塘口_調值,陽西塘口_調類,電白沙琅_聲母,電白沙琅_韻母,電白沙琅_調值,電白沙琅_調類,化州新安_聲母,化州新安_韻母,化州新安_調值,化州新安_調類,廉江青平_聲母,廉江青平_韻母,廉江青平_調值,廉江青平_調類,梧州西河(蒙山)_聲母,梧州西河(蒙山)_韻母,梧州西河(蒙山)_調值,梧州西河(蒙山)_調類,南寧馬山(片聯)_聲母,南寧馬山(片聯)_韻母,南寧馬山(片聯)_調值,南寧馬山(片聯)_調類,玉林興業(高峰鄉)_聲母,玉林興業(高峰鄉)_韻母,玉林興業(高峰鄉)_調值,玉林興業(高峰鄉)_調類,玉林容縣(縣底鎮縣底村)_聲母,玉林容縣(縣底鎮縣底村)_韻母,玉林容縣(縣底鎮縣底村)_調值,玉林容縣(縣底鎮縣底村)_調類,玉林北流(西埌鎮木棉村)_聲母,玉林北流(西埌鎮木棉村)_韻母,玉林北流(西埌鎮木棉村)_調值,玉林北流(西埌鎮木棉村)_調類,玉林北流(塘岸)_聲母,玉林北流(塘岸)_韻母,玉林北流(塘岸)_調值,玉林北流(塘岸)_調類,玉林福綿(橋鎮新沙村)_聲母,玉林福綿(橋鎮新沙村)_韻母,玉林福綿(橋鎮新沙村)_調值,玉林福綿(橋鎮新沙村)_調類,玉林陸川(客贛方言調查報告)_聲母,玉林陸川(客贛方言調查報告)_韻母,玉林陸川(客贛方言調查報告)_調值,玉林陸川(客贛方言調查報告)_調類,玉林陸川(橫山鄉四和村)_聲母,玉林陸川(橫山鄉四和村)_韻母,玉林陸川(橫山鄉四和村)_調值,玉林陸川(橫山鄉四和村)_調類,玉林博白(新田鎮村頭村)_聲母,玉林博白(新田鎮村頭村)_韻母,玉林博白(新田鎮村頭村)_調值,玉林博白(新田鎮村頭村)_調類,中山(南蓢合水)_聲母,中山(南蓢合水)_韻母,中山(南蓢合水)_調值,中山(南蓢合水)_調類,曼谷(半山客話)_聲母,曼谷(半山客話)_韻母,曼谷(半山客話)_調值,曼谷(半山客話)_調類,馬來西亞(柔佛士乃客家話)_聲母,馬來西亞(柔佛士乃客家話)_韻母,馬來西亞(柔佛士乃客家話)_調值,馬來西亞(柔佛士乃客家話)_調類,中山(五桂山、南蓈)_聲母,中山(五桂山、南蓈)_韻母,中山(五桂山、南蓈)_調值,中山(五桂山、南蓈)_調類
16654,ŋ,ɔi,21,上聲,ŋ,uai,55,陽去,ŋ,uai,42,去聲,ŋ,ɔi,52,去聲,ŋ,ɔi,31,陽去,ŋ,ɔi,21,上聲,ŋ,ɔi,21,上聲,ŋ,ɔi,42,去聲,ɡ,ɔi,53,去聲,ɡ,ɔi,53,去聲,ɡ,ɔi,53,去聲,g,ɔi,52,去聲,ɡ,ɔi,55,去聲,ŋ,uɔi,51,去聲,ŋ,oi,21,上聲,ŋ,a,2,陽去,ŋ,ue,21,陽去,ŋ,uɛi,31,上聲,ŋ,uai,33,陽去,ŋ,uai,55,陽去,ŋ,oɛ,44,陽去,ŋ,ɔi,32,去聲,ŋ,ɔi,22,陽去,ŋ,ɔi,33,陽去,ŋ,ɔi,22,陽去,ŋ,ɔi,22,陽去,v,oɛ,42,陽去,v,e,42/55/11,上聲/去聲/陽平,v/v,æ/e,53/53,去聲/去聲,v/v,e/e,11/42,陽平/上聲,v,æ,53,去聲,ŋ/v,æ,53,去聲,v,uæ,33,陰平,m,ue,55,陽去,ŋ,oe,55,陽去,ŋ,ɔi,53,去聲,ŋ,ɔi,53,去聲,ŋ,ɔi,53,去聲,ŋ,ɔi,53,去聲,ŋ,oi,53,去聲,ŋ,uai,31,上聲,ŋ,uai,31,上聲,ŋ,ɔi,31,上聲,ŋ,uai,31,上聲,ŋ,ɔi,44,去聲,ŋ,ɔi,21,上聲,ŋ,ɔi,31,上聲,ŋ,ɔi,33,去聲,ŋ,uai,33,去聲,ŋ,uai,53,去聲,ŋ,ɔi,55,陰去,ŋ,ɔi,42,去聲,ŋ,ai,42,去聲,ŋ,ai,52,去聲,ŋ,ai,53,陰去,ŋ,ɔi,52,去聲,ŋ,uai,53,去聲,ŋ,ɔi,42,去聲,ŋ,ɔi,42,去聲,ŋ,ɔi,55,去聲,v,ai,21,上聲,ŋ,ɔi,42,去聲,,,,
16683,tsʰ,ɔi,52,去聲,tsʰ,ai,12,陰去,tsʰ,ai,42,去聲,tsʰ,ai,52,去聲,tsʰ,ai,213,陰去,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,tʃʰ,ai,53,去聲,tʃʰ,ai,53,去聲,tʃʰ,ai,53,去聲,tsʰ,ai,52,去聲,tʃʰ,ai,55,去聲,tsʰ,uɔi,51,去聲,tsʰ,ai,55,去聲,tsʰ,a,112,陰去,tsʰ,ai,54,陰去,tsʰ,a,452,去聲,tsʰ,ai,51,陰上去,tsʰ,ai,31,陰去,tsʰ,ai,31,陰去,tsʰ,ai,31,上聲,tsʰ,ai,44,陰去,tsʰ,ai,53,陰去,tsʰ,ai,44,陰去,,,,,tsʰ,æ,323,陰去,tsʰ,æ,11,陽平,tsʰ,æ,53,去聲,tsʰ,æ,11,陽平,tsʰ,æ,53,去聲,tsʰ,æ,53,去聲,tsʰ,æ,24,去聲,tsʰ,æ,53,陰去,tsʰ,æ,53,陰去,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,uai,51,去聲,tsʰ,uai,52,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,41,去聲,tsʰ,ɔi,44,去聲,tsʰ,ɔi,52,去聲,tsʰ,ɔi,54,去聲,tsʰ,ɔi,33,去聲,tsʰ,ɔi,33,去聲,tʰ,ɔi,53,去聲,tʃʰ,ɔi,55,陰去,tsʰ,ai,42,去聲,tʰ,ɔi,42,去聲,tsʰ,ɔi,52,去聲,tʃʰ,ɔi,53,陰去,tsʰ,ɔi,52,去聲,tsʰ,uai,53,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,55,去聲,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,,,,
16684,tsʰ,ɔi,52,去聲,tsʰ,ai,12,陰去,tsʰ,ai,42,去聲,tsʰ,ai,52,去聲,tsʰ,ai,213,陰去,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,tʃʰ,ai,53,去聲,tʃʰ,ai,53,去聲,tʃʰ,ai,53,去聲,tsʰ,ai,52,去聲,tʃʰ,ai,55,去聲,tsʰ,uɔi,51,去聲,tsʰ,ai,55,去聲,tsʰ,a,112,陰去,tsʰ,ai,54,陰去,tsʰ,a,452,去聲,,,,,tsʰ,ai,31,陰去,tsʰ,ai,31,陰去,tsʰ,ai,31,上聲,tsʰ,ai,44,陰去,tsʰ,ai,53,陰去,tsʰ,ai,44,陰去,,,,,tsʰ,æ,323,陰去,tsʰ,æ,11,陽平,tsʰ,æ,53,去聲,tsʰ,æ,11,陽平,tsʰ,æ,53,去聲,tsʰ,æ,53,去聲,tsʰ,æ,24,去聲,tsʰ,æ,53,陰去,tsʰ,æ,53,陰去,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,ai,53,去聲,tsʰ,uai,51,去聲,tsʰ,uai,52,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,41,去聲,tsʰ,ɔi,44,去聲,tsʰ,ɔi,52,去聲,tsʰ,ɔi,54,去聲,tsʰ,ɔi,33,去聲,tsʰ,ɔi,33,去聲,tʰ,ɔi,53,去聲,tʃʰ,ɔi,55,陰去,tsʰ,ai,42,去聲,tʰ,ɔi,42,去聲,tsʰ,ɔi,52,去聲,tʃʰ,ɔi,53,陰去,tsʰ,ɔi,52,去聲,tsʰ,uai,53,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,42,去聲,tsʰ,ɔi,55,去聲,tsʰ,ai,42,去聲,tsʰ,ai,42,去聲,,,,
16686,l,ai,21,上聲,,,,,,,,,l,ai,52,去,l,ai,31,陽去,,,,,l,ai,21,上聲,l,ai,42,去聲,l,ai,53,去聲,l,ai,53,去聲,l,ai,53,去聲,,,,,l,ai,55,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ai,44/31,陽去/陰去,,,,,,,,,,,,,,,,,l,ai,22,陽去,,,,,l,æ,55,去聲,,,,,,,,,,,,,l,æ,53,去聲,,,,,l,æ,55,陽去,,,,,l,ai,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ai,55,陰去,l,ai,42,去聲,l,ɔi,42,去聲,l,ai,52,去聲,l,ɔi,53,陰去,l,ai,52,去聲,,,,,l,ai,42,去聲,l,ai,42,去聲,l,ai,55,去聲,l,ai,21,上聲,l,ai,42,去聲,,,,
16688,l,ai,21,上聲,,,,,,,,,,,,,l,ai,31,陽去,,,,,l,ai,21,上聲,l,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ait,2,陰入,,,,,,,,,,,,,,,,,,,,,,,,,l,æ,55,去聲,,,,,,,,,,,,,l,æ,53,去聲,,,,,,,,,,,,,l,ai,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ai,55,陰去,l,ai,42,去聲,l,ɔi,42,去聲,l,ai,52,去聲,l,ɔi,53,陰去,l,ai,52,去聲,,,,,l,ai,42,去聲,l,ai,42,去聲,l,ai,55,去聲,l,ai,21,上聲,l,ai,42,去聲,,,,
16707,tʰ,ɵy,52,去聲,,,,,,,,,tʰ,ui,31,上,tʰ,ɔi,213,陰去,,,,,tʰ,ɔi,42,去聲,tʰ,ɔi,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ui,42,上聲,,,,,,,,,,,,,,,,,,,,,tʰ,æ,53,去聲,,,,,tʰ,ue,53,陰去,,,,,t,i,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,uɐi,55,陰去,tʰ,ɔi,42,去聲,tʰ,ui,42,去聲,tʰ,ui,52,去聲,tʰ,ui,53,陰去,tʰ,ui,52,去聲,,,,,tʰ,ui,42,去聲,t,ui,42,去聲,tʰ,ɔi,55,去聲,tʰ,ui,42,去聲,tʰ,ɔi,42,去聲,,,,
16715,k,a,52,去聲,,,,,,,,,k,ua,52,去,k,a,213,陰去,,,,,k,a,42,去聲,k,a,42,去聲,k,a,53,去聲,k,a,53,去聲,k,a,53,去聲,,,,,k,a,55,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,31,陰去,,,,,,,,,,,,,,,,,k,a,44,陰去,,,,,k,ua,11,陽平,,,,,,,,,,,,,k,ua,53,去聲,,,,,k,ua,53,陰去,,,,,k,ua,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,ua,55,陰去,k,ua,42,去聲,k,ua,42,去聲,k,a,52,去聲,k,ua,53,陰去,k,ai,52,去聲,,,,,k,a,42,去聲,k,ua,42,去聲,k,a,55,去聲,k,ua,42,去聲,k,ua,42,去聲,,,,
16716,k,a,52,去聲,k,a,12,陰去,k,ua,42,去聲,k,ua,52,去聲,k,a,213,陰去,k,a,42,去聲,k,a,42,去聲,k,a,42,去聲,k,a,53,去聲,k,a,53,去聲,k,a,53,去聲,k,a,52,去聲,k,a,55,去聲,k,ua,51,去聲,k,ai,55,去聲,k,ɑ,112,陰去,k,ua,54,陰去,kv,a,452,去聲,k,ua,51,陰上去,k,ui,31,陰去,,,,,k,ai,31,上聲,k,a,44,陰去,k,a,53,陰去,k,a,44,陰去,,,,,k,ua,323,陰去,,,,,k,ua,53,去聲,k,ua,11,陽平,k,ua,53,去聲,,,,,k,ua,24,去聲,,,,,k,ua,53,陰去,,,,,k,ua,53,去聲,,ua,53,去聲,k,ua,53,去聲,k,ua,53,去聲,k,a,51,去聲,k,a,52,去聲,kʰ,a,42,去聲,kʰ,ua,41,去聲,k,ua,44,去聲,k,ua,52,去聲,kʰ,ua,54,去聲,k,ua,33,去聲,k,ua,33,去聲,k,ua,53,去聲,k,ua,55,陰去,k,ua,42,去聲,k,ua,42,去聲,k,a,52,去聲,k,ua,53,陰去,k,ai,52,去聲,k,ua,53,去聲,k,a,42,去聲,k,ua,42,去聲,kʰ,a,55,去聲,k,ua,42,去聲,k,ua,42,去聲,,,,
16717,k,a,52,去聲,k,a,12,陰去,k,ua,42,去聲,k,ua,52,去聲,k,a,213,陰去,k,a,42,去聲,k,a,42,去聲,k,a,42,去聲,k,a,53,去聲,k,a,53,去聲,k,a,53,去聲,k,a,52,去聲,k,a,55,去聲,k,ua,51,去聲,k,ai,55,去聲,k,ɑ,112,陰去,k,ua,54,陰去,kv,a,452,去聲,k,ua,51,陰上去,k,ai,31,陰去,,,,,k,a,31,上聲,k,a,44,陰去,k,a,53,陰去,k,a,44,陰去,,,,,k,ua,323,陰去,,,,,k,ua,53,去聲,k,ua,11,陽平,k,ua,53,去聲,,,,,k,ua,24,去聲,,,,,k,ua,53,陰去,,,,,k,ua,53,去聲,k,ua,53,去聲,k,ua,53,去聲,k,ua,53,去聲,k,a,51,去聲,k,a,52,去聲,kʰ,a,42,去聲,kʰ,ua,41,去聲,k,ua,44,去聲,k,ua,52,去聲,kʰ,ua,54,去聲,k,ua,33,去聲,k,ua,33,去聲,k,ua,53,去聲,k,ua,55,陰去,k,ua,42,去聲,k,ua,42,去聲,k,a,52,去聲,k,ua,53,陰去,k,ai,52,去聲,k,ua,53,去聲,k,a,42,去聲,k,ua,42,去聲,kʰ,a,55,去聲,k,ua,42,去聲,k,ua,42,去聲,,,,
16721,h,ai,21,上聲,,,,,,,,,,,,,h,ai,31,陽去,,,,,h,ai,21,上聲,h,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,æ,55,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,ai,31,陰上,h,ai,21,上聲,k,ai,21,上聲,k,ai,21,上聲,h,ai,24,陽平,kʰ,ɔi,31,上聲,,,,,h,ai,23,陽平,k,ai,23,陽平,h,ai,55,去聲,h,ai,42,去聲,,,,,,,,
16727,0,ai,52,去聲,,,,,,,,,,,,,0,e,213,陰去,,,,,0,ai,21,上聲,0,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ai,44,陰去,,,,,ŋ,æ,11,陽平,,,,,,,,,,,,,0,æ,53,去聲,,,,,0,æ,53,陰去,,,,,0,ai,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ,ai,55,陰去,0,ai,42,去聲,0,ai,42,去聲,0,ai,52,去聲,0,ai,53,陰去,z,i,31,上聲,,,,,0,ai,42,去聲,0,ai,42,去聲,0,ai,55,去聲,0,ai,42,去聲,,,,,,,,
16728,0,ai,52,去聲,,,,,,,,,,,,,0,e,213,陰去,,,,,0,ai,21,上聲,0,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ai,44,陰去,,,,,ŋ,æ,11,陽平,,,,,,,,,,,,,0,æ,53,去聲,,,,,0,æ,53,陰去,,,,,0,ai,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ,ai,55,陰去,0,ai,42,去聲,0,ai,42,去聲,0,ai,52,去聲,0,ai,53,陰去,z,i,31,上聲,,,,,0,ai,42,去聲,0,ai,42,去聲,0,ai,55,去聲,0,ai,42,去聲,,,,,,,,
16735,m,ai,21,上聲,m,ai,55,陽去,m,ai,21,上聲,m,ai,52,去聲,m,ai,31,陽去,m,ai,21,上聲,m,ai,21,上聲,m,ai,42,去聲,b,ai,53,去聲,b,ai,53,去聲,b,ai,53,去聲,b,ai,52,去聲,b,ai,55,去聲,m,ai,51,去聲,m,ai,21,上聲,m,a,2,陽去,m,e,21,陽去,m,ɛi,31,上聲,m,i,33,陽去,m,ai,55,陽去,m,ai,44,陽去,m,ai,32,去聲,m,ai,22,陽去,m,ai,33,陽去,m,ai,22,陽去,m,ai,42,上聲,m,æ,42,陽去,m,æ,42,上聲,m,æ,53,去聲,m,æ,42,上聲,m,æ,53,去聲,m,æ,53,去聲,m,æ,24,去聲,m,æ,55,陽去,m,æ,55,陽去,m,a,53,去聲,m,ai,21,上聲,m,ai,53,去聲,m,ai,53,去聲,m,ai,53,去聲,m,ai,31,上聲,m,ai,31,上聲,m,ai,31,上聲,m,ai,31,上聲,m,ai,44,去聲,m,ai,21,上聲,m,ai,31,上聲,m,ai,33,去聲,m,ai,33,去聲,m,ai,53,去聲,m,ai,55,陰去,m,ai,42,去聲,m,ai,42,去聲,m,ai,52,去聲,m,ai,53,陰去,m,ai,52,去聲,m,ai,53,去聲,m,ai,42,去聲,m,ai,42,去聲,m,ai,55,去聲,m,ai,42,去聲,m,ai,42,去聲,,,,
16736,f/v,a/ak,21/55,上聲/陽入,f,a,55,陽去,f,a,21,上聲,f,a,52,去聲,v,a,31,陽去,v/v,a/ak,21/55,上聲/陽入,v,ak/a,55/21,陽入/上聲,f/v,a/ak,42/55,去聲/陽入,f,a,53,去聲,f,a,53,去聲,f,a,53,去聲,f/v,a/a,52/52,去聲/去聲,f,a,55,去聲,v,a,51,去聲,f,a,21,上聲,f,ɑ,2,陽去,f,a,21,陽去,f,a,31,上聲,f,a,33,陽去,f,a,55,陽去,f,a,44,陽去,f,a,32,去聲,f,a,22,陽去,f,a,33,陽去,f,a,22,陽去,f,a,22,陽去,h,ua,42,陽去,h,ua,55,去聲,h,ua,53,去聲,h,ua,55,去聲,h,ua,53,去聲,h,ua,53,去聲,h/h,ua/ua,33/42,陰平/上聲,h,ua,55,陽去,h,ua,55,陽去,f,a,53,去聲,f,a,53,去聲,f,a,53,去聲,f,a,53,去聲,f,a,53,去聲,f,a,31,上聲,v,ak,4,陽入,f,a,31,上聲,f/v,a/ak,31/2,上聲/陽入,,,,,v,at,5,陽入,v,ak,5,陽入,f,a,33,去聲,,,,,f,a,53,去聲,f,a,31,陰上,f,a,42,去聲,v,a,42,去聲,f,a,52,去聲,f,a,53,陰去,f,a,52,去聲,f,a,53,去聲,v,a,21,上聲,v,a,21,上聲,v,a,55,去聲,f,a,21,上聲,f,a,42,去聲,,,,
16756,pʰ,ai,21,上聲,pʰ,ai,55,陽去,pʰ,ai,21,上聲,pʰ,ai,52,去聲,pʰ,e,31,陽去,pʰ,ai,21,上聲,pʰ,ai,21,上聲,pʰ,ai,42,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,52,去聲,pʰ,ai,55,去聲,pʰ,ai,51,去聲,pʰ,ai,21,上聲,p/pʰ,i/a,2/2,陽去/陽去,pʰ,a,21,陽去,pʰ,a,31,上聲,pʰ,ɛi,33,陽去,pʰ,a,55,陽去,pʰ,a,44,陽去,pʰ,ai,32,上聲,pʰ,ai,22,陽去,pʰ,a,33,陽去,pʰ,a,22,陽去,,,,,p,a,42,陽去,,,,,pʰ,aʔ,5,入聲,pʰ,a,55,去聲,pʰ,a,53,去聲,pʰ,a,53,去聲,pʰ,a,42,上聲,,,,,pʰ,æ,55,陽去,,,,,pʰ,a,53,去聲,pʰ,a,53,去聲,pʰ,a,53,去聲,pʰ,ai,53,去聲,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,24,陽平,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,31,上聲,pʰ,ai,53,去聲,pʰ,i,213,陽平,pʰ,ai,42,去聲,pʰ,ai,42,去聲,pʰ,ai,52,去聲,p,ai,53,陰去,pʰ,ai,31,上聲,pʰ,ai,53,去聲,p,a,21,上聲,pʰ,ai,42,去聲,pʰ,ai,52,上聲,pʰ,ai,42,去聲,,,,,,,,
16761,pʰ,ai,52,去聲,pʰ,ai,12,陰去,pʰ,ai,42,去聲,pʰ,ai,52,去聲,pʰ,ai,213,陰去,pʰ,ai,42,去聲,pʰ,ai,42,去聲,pʰ,ai,42,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,52,去聲,pʰ,ai,55,去聲,pʰ,ai,51,去聲,pʰ,ai,55,去聲,pʰ,a,112,陰去,pʰ,ai,21,陽去,pʰ,a,452,去聲,pʰ,ai,51,陰上去,pʰ,ai,31,陰去,pʰ,ai,31,陰去,pʰ,ai,31,上聲,pʰ,ai,53,上聲,pʰ/pʰ,ai/ai,31/53,上聲/陰去,pʰ,ai,42,上聲,pʰ,ai,44,陰去,pʰ,æ,35,上聲,pʰ,æ,42,上聲,pʰ,æ,53,去聲,pʰ,æ,42,上聲,pʰ,æ,53,去聲,pʰ,æ,53,去聲,pʰ,æ,24,去聲,pʰ,æ,31,上聲,pʰ,æ,31,上聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,53,去聲,pʰ,ai,51,去聲,pʰ,ai,52,去聲,pʰ,ai,42,去聲,pʰ,ai,41,去聲,pʰ,ai,44,去聲,pʰ,ai,52,去聲,pʰ,ai,54,去聲,pʰ,ai,33,去聲,pʰ,ai,33,去聲,pʰ,ai,53,去聲,pʰ,ai,31,陰上,pʰ,ai,21,上聲,pʰ,ai,21,上聲,pʰ,ai,52,去聲,pʰ,ai,53,陰去,pʰ,ai,52,去聲,pʰ,ai,53,去聲,pʰ,ai,42,去聲,pʰ,ai,42,去聲,pʰ,ai,55,去聲,pʰ,ai,42,去聲,pʰ,ai,42,去聲,,,,
